ID_Ra_500prod,Navn,DSK Kategori,Name,DSK Category,Unit,Agriculture,iLUC,Food processing,Packaging,Transport,Retail,Total kg CO2-eq/kg,Energi (KJ/100 g),Fedt (g/100 g),Kulhydrat (g/100 g),Protein (g/100 g),Data sources,Comments,"GPC brick no, level 4",ID_food,ID_pack,ID_retail,GPC Category,GPC Kategori,"GPC brick no, level 4",,"GPC brick no, level 1",,"GPC brick no, level 2",,"GPC brick no, level 3",,Ekstra kategorier
Ra00476,Vegansk blok,Mælk/æg/erstatningsprodukter,Vegan block,Milk/eggs/substitute products,kg,0.00,0.13,0.55,0.24,0.05,0.00,0.97,2804,75,0.5,0.5,Data on inputs and outputs of the food processing industry is modelled using: Naturli (2020a).,"It has been assumed that the food processing industry is located in Denmark. Ingredients taken from the actual product (Naturli 2020a), omitting minor ingredients. Manufacturing assumed as in margarine from Nilsson et al. (2010). Retail is modelled assuming the following storage: Cooled. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000168,Fa0024,Pa017,Ma0333,Milk/butter/cream/yougurts/cheese/eggs/substitutes,Mælk/smør/fløde/youghurt/ost/æg/erstatningsprodukter,10000168,Butter (Perishable),50000000,Food/Beverage/Tobacco,50130000,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50131900,Butter/Butter Substitutes,Plantebaserede alternativer
Ra00477,Plantemagarine,Spiseolie/-fedt,Magarine,Oils/fats edible,kg,0.00,0.32,2.31,0.24,0.05,0.00,2.93,2237,60,0.5,0.5,Data on inputs and outputs of the food processing industry is modelled using: Nilsson et al. (2010); DTU (2019).,"It has been assumed that the food processing industry is located in Denmark. Production of margarines in France, Germany and UK reported in Nilsson et al. (2010). Recipe for margarine in Germany is chosen, as it has the closest oil content compared to the product in the FRIDA database (DTU 2019). For manufacturing energy, an arithmetic average of the three products is used. Retail is modelled assuming the following storage: Cooled. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000585,Fa0023,Pa017,Ma0333,Oils/fats edible,Spiseolie/-fedt,10000585,Fats Edible – Vegetable/Plant (Perishable),50000000,Food/Beverage/Tobacco,50150000,Oils/Fats Edible,50151600,Fats Edible,Plantebaserede alternativer
Ra00478,Vegansk bacon,Tilberedte/konserverede fødevarer,Vegan bacon,Prepared/preserved foods,kg,0.03,0.25,-0.24,0.14,0.06,0.00,0.25,880,5.9,3.2,35.3,Data on inputs and outputs of the food processing industry is modelled using: Wheaty (2020); Hetherington et al. (2012).,"It has been assumed that the food processing industry is located in Denmark. Ingredients from the actual product declared by CONCITO: 88% seitan (gluten + water) and the remaining 12% estimated based on the nutritional profile of the product. Fat is assigned 100% to coconut fat and the remaining mass is assigned evenly to yeast extract, onion, spices and salt. Manufacturing is approximated as mayonnaise production by Hetherington et al. (2012). Gluten is approximated as soy protein. Retail is modelled assuming the following storage: Cooled. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000294,Fa0262,Pa059,Ma0333,Prepared/preserved foods,Tilberedte/konserverede levnedsmidler,10000294,Grain Based Products / Meals – Ready to Eat – Savoury (Shelf Stable),50000000,Food/Beverage/Tobacco,50190000,Prepared/Preserved Foods,50193200,Grain Based Products / Meals,Plantebaserede alternativer
Ra00479,Veganske filetstykker,Tilberedte/konserverede fødevarer,Vegan fillet pieces,Prepared/preserved foods,kg,0.01,0.30,1.00,0.64,0.07,0.03,2.04,655,4.7,1.2,22.5,Data on inputs and outputs of the food processing industry is modelled using: Nemlig (2020h); ADEME (2020c); Hetherington et al. (2012).,"It has been assumed that the food processing industry is located in Denmark. Ingredients list from the actual product reported by CONCITO. 90% rehydrated soy protein, split into protein isolate and water according to the protein content in the product. 4.7% fat in the product assigned to canola oil. The remaining ingredients are evenly distributed to add up to 100% by mass, with 1.7% each. Manufacturing is roughly approximated as mayonnaise production from Hetherington et al. (2012). We include the freezing process approximating it to beef freezing from the Agribalyse database (ADEME 2020c). Retail is modelled assuming the following storage: Frozen. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10005823,Fa0263,Pa070,Ma0334,Prepared/preserved foods,Tilberedte/konserverede levnedsmidler,10005823,Meat Substitutes  (Frozen),50000000,Food/Beverage/Tobacco,50190000,Prepared/Preserved Foods,50193600,Meat Substitutes,Plantebaserede alternativer
Ra00480,Falafel-fars,Tilberedte/konserverede fødevarer,Falafel mince,Prepared/preserved foods,kg,0.36,0.20,0.24,0.64,0.24,0.00,1.68,655,4.1,20,6.5,"Data on inputs and outputs of the food processing industry is modelled using: ADEME (2020q); ADEME (2020d)
.","It has been assumed that the food processing industry is located in Denmark. All data from the Agribalyse database (ADEME 2020q; 2020d). Manufacturing considers a boiling process: 60% gas, 40% electric. Retail is modelled assuming the following storage: Cooled. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000290,Fa0245,Pa070,Ma0333,Prepared/preserved foods,Tilberedte/konserverede levnedsmidler,10000290,Vegetable Based Products / Meals – Not Ready to Eat (Perishable),50000000,Food/Beverage/Tobacco,50190000,Prepared/Preserved Foods,50193100,Vegetable Based Products / Meals,Plantebaserede alternativer
Ra00481,Ærtedrik,Mælk/æg/erstatningsprodukter,Pea drink,Milk/eggs/substitute products,kg,0.06,0.03,0.23,0.10,0.06,0.01,0.48,45,3.1,3.8,0.5,"Data on inputs and outputs of the food processing industry is modelled using: SIK (2013); Open food Facts (2020r)
.",It has been assumed that the food processing industry is located in Denmark. Ingredients based on Ripple Foods pea drink as reported in Open Food Facts (2020r). Manufacturing assumed as in oat milk from SIK (2013). Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.,10006971,Fa0148,Pa048,Ma0332,Milk/butter/cream/yougurts/cheese/eggs/substitutes,Mælk/smør/fløde/youghurt/ost/æg/erstatningsprodukter,10006971,Milk Substitutes (Shelf Stable),50000000,Food/Beverage/Tobacco,50130000,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50131700,Milk/Milk Substitutes,Plantebaserede alternativer
Ra00482,Portobello-svamp,Grøntsager,Portobello mushroom,Vegetables,kg,0.01,0.01,0.00,0.14,0.19,0.01,0.36,137,1.5,5.1,2.5,The inputs to the Danish market and inputs and outputs to the crop cultivation activities are consistently modelled using data from e.g. FAOSTAT and emission models from IPCC.,"Data are obtained as products on the Danish crop market, where supplying countries are identified based on trade statistics. Data on fertilizer use and field emissions etc. are calculated based on data from FAOSTAT, the International Fertilizer Association and emissions models from IPCC. Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10006266,Cm101,Pa059,Ma0332,Vegetables,Grøntsager,10006266,Wild Mushrooms (Other),50000000,Food/Beverage/Tobacco,50260000,Vegetables (Non Leaf) – Unprepared/Unprocessed (Fresh),50261700,Fungi,
Ra00483,"Madkorn, kamut",Korn-/gryn-/bælgfrugtprodukter,"Food grain, kamut",Cereal/grain/pulse products,kg,0.58,0.08,0.16,0.20,0.12,0.01,1.15,1390,2,63.5,13.9,"Data on inputs and outputs of the food processing industry is modelled using: Blengini A, Busto M (2009) The life cycle of rice: LCA of alternative agri-food chain management systems in Vercelli (Italy). J Environ Manage 90(3):1512–1522.","It has been assumed that the food processing industry is located in Denmark. Bulgur production is approximated as as parboiled rice, with data from Blengini and Busto (2009), replacing rice by wheat as raw material. Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000285,Fa0027,Pa018,Ma0332,Cereal/grain/pulse products,Korn-/gryn-/bælgfrugtprodukter,10000285,Cereals Products – Not Ready to Eat (Shelf Stable),50000000,Food/Beverage/Tobacco,50220000,Cereal/Grain/Pulse Products,50221200,Processed Cereal Products,
Ra00484,Chilisauce,Krydderier/konserveringsmidler/ekstrakter,Chili Sauce,Seasonings/preservatives/extracts,kg,0.48,0.00,0.38,0.64,0.31,0.01,1.82,975,0.7,55.1,0.6,Data on inputs and outputs of the food processing industry is modelled using: Blue Dragon (2020); Andersson et al. (1998).,"It has been assumed that the food processing industry is located in Denmark. Ingredients from the actual product declared by CONCITO (Blue Dragon 2020). Content in sugar and syrup is estimated from the sugar content in the product, split 50:50 to those ingredients. We include the peeling, etc. Losses from processing chilies and garlic. The balance is closed with water. Manufacturing energy as in ketchup from Andersson et al. (1998). Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000280,Fa0264,Pa042,Ma0332,Seasonings/preservatives/extracts,Krydderier/konserveringsmidler/ekstrakter,10000280,Other Sauces Dipping/Condiments/Savoury Toppings/Savoury Spreads/Marinades (Shelf Stable),50000000,Food/Beverage/Tobacco,50170000,Seasonings/Preservatives/Extracts,50171800,Sauces/Spreads/Dips/Condiments,
Ra00485,Rødløg,Grøntsager,Red onion,Vegetables,kg,0.18,0.04,0.00,0.06,0.60,0.01,0.90,209,0.3,10,1.6,The inputs to the Danish market and inputs and outputs to the crop cultivation activities are consistently modelled using data from e.g. FAOSTAT and emission models from IPCC.,"Data are obtained as products on the Danish crop market, where supplying countries are identified based on trade statistics. Data on fertilizer use and field emissions etc. are calculated based on data from FAOSTAT, the International Fertilizer Association and emissions models from IPCC. Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10006006,Cm115,Pa040,Ma0332,Vegetables,Grøntsager,10006006,Onions,50000000,Food/Beverage/Tobacco,50260000,Vegetables (Non Leaf) – Unprepared/Unprocessed (Fresh),50260200,Bulb Vegetables,
Ra00486,"Basilikum, frisk",Grøntsager,"Basil, fresh",Vegetables,kg,0.13,0.03,0.00,0.06,0.05,0.01,0.30,92.11,0.6,2.7,3.2,The inputs to the Danish market and inputs and outputs to the crop cultivation activities are consistently modelled using data from e.g. FAOSTAT and emission models from IPCC.,"Data are obtained as products on the Danish crop market, where supplying countries are identified based on trade statistics. Data on fertilizer use and field emissions etc. are calculated based on data from FAOSTAT, the International Fertilizer Association and emissions models from IPCC. Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10006041,Cm173,Pa040,Ma0332,Vegetables,Grøntsager,10006041,Basil,50000000,Food/Beverage/Tobacco,50260000,Vegetables (Non Leaf) – Unprepared/Unprocessed (Fresh),50261300,Herbs,
Ra00487,"Basilikum, tørret",Krydderier/konserveringsmidler/ekstrakter,"Basil, dried",Seasonings/preservatives/extracts,kg,0.91,0.13,0.00,2.72,0.68,0.01,4.44,1012,4,10.1,23,Data on inputs and outputs of the food processing industry is modelled using: Wikipedia (2020); Bahç?vano?lu (2020).,It has been assumed that the food processing industry is located in Italy. It has been assumed that between 8 and 14 kg fresh basil is needed per kg dried basil. Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.,10000049,Fa0152,Pa055,Ma0332,Seasonings/preservatives/extracts,Krydderier/konserveringsmidler/ekstrakter,10000049,Herbs/Spices (Shelf Stable),50000000,Food/Beverage/Tobacco,50170000,Seasonings/Preservatives/Extracts,50171500,Herbs/Spices/Extracts,
Ra00488,Koldskål,Mælk/æg/erstatningsprodukter,Cold buttermilk soup,Milk/eggs/substitute products,kg,0.58,0.04,0.09,0.13,0.11,0.01,0.97,315,2.2,11,3.2,Data on inputs and outputs of the food processing industry is modelled using: BilkaToGo (2020e); Arla (2020c); Hospido et al. (2003); Djekic et al. (2014); González-García et al. (2013b).,"It has been assumed that the food processing industry is located in Denmark. Content in lemon juice and sugar from the actual product (BilkaToGo 2020e). Content in vanilla estimated from an Arla recipe (Arla 2020c). Remaining ingredients assumed as semi-skimmed milk, considering the fat content in the product. Manufacturing energy taken as in milk, which is an average of 3 studies (Hospido et al. 2003); Djekic et al. 2014; González-García et al. 2013b). Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000025,Fa0280,Pa020,Ma0332,Milk/butter/cream/yougurts/cheese/eggs/substitutes,Mælk/smør/fløde/youghurt/ost/æg/erstatningsprodukter,10000025,Milk (Perishable),50000000,Food/Beverage/Tobacco,50130000,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50131700,Milk/Milk Substitutes,
